RunNum,Silhouette
1,0.34739619711616704
2,0.35528008395264515
3,0.34155905505490264
4,0.34155905505490264
5,0.34155905505490264
6,0.34739619711616704
7,0.34739619711616704
8,0.3605754604518863
9,0.34739619711616704
10,0.34739619711616704
11,0.35528008395264515
12,0.34739619711616704
13,0.34155905505490264
14,0.34739619711616704
15,0.34739619711616704
16,0.34739619711616704
17,0.34155905505490264
18,0.367392994163136
19,0.34739619711616704
20,0.367392994163136
