Number,SMILEs,NumAtoms,MW,FSP3,Cm
1448,CCCc1cncnc1N(C(=O)CN1C[C@H](c2ccc3occc3c2)[C@@H](*)[C@@H]1c1ccc(C)cc1)C(C)CCC,40,523.7010000000002,0.42424242424242425,533.8698218082088
1449,CCCc1cncnc1N(CCC)C(=O)CN1C[C@H](c2ccc3occc3c2)[C@@H](*)[C@@H]1c1ccc(C)cc1,38,495.64700000000016,0.3870967741935484,494.8502717995552
1450,CCCC(C)N(C(=O)C(C)(C)N1C[C@H](c2ccc3c(c2)CCO3)[C@@H](*)[C@@H]1c1cc(F)c(OC)c(F)c1)c1ccc(F)c(C)c1,44,593.7100000000003,0.45714285714285713,570.334341727244
1451,CCCC(CCC)N(C(=O)C(C)(C)N1C[C@H](c2ccc3c(c2)CCO3)[C@@H](*)[C@@H]1c1cc(F)c(OC)c(F)c1)c1ccc(F)c(CC)c1,47,635.7910000000002,0.5,545.6546417214748
1452,CCCCN(C(=O)C(C)(C)N1C[C@H](c2ccc3c(c2)CCO3)[C@@H](*)[C@@H]1c1cc(F)c(OC)c(F)c1)c1ccc(F)c(CC)c1,44,593.7100000000002,0.45714285714285713,543.3147917185903
1453,CCCCCC(C)N(C(=O)C(C)(C)N1C[C@H](c2ccc3c(c2)CCO3)[C@@H](*)[C@@H]1c1cc(F)c(OC)c(F)c1)c1ccc(F)c(CC)c1,47,635.7910000000002,0.5,588.334341727244
1454,CCCC(C)N(C(=O)C(C)(C)N1C[C@H](c2ccc3c(c2)CCO3)[C@@H](*)[C@@H]1c1cc(F)c(OC)c(F)c1)c1ccc(F)c(CC)c1,45,607.7370000000002,0.4722222222222222,576.334341727244
1455,CCCCCC(C)N(Cc1cccc(C)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,43,569.7220000000003,0.45714285714285713,609.2943970491101
1456,CCCCN(Cc1cccc(C)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,40,527.6410000000003,0.40625,564.2748470404562
1457,CCCC(C)N(Cc1cccc(C)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,41,541.6680000000003,0.42424242424242425,597.2943970491101
1458,CCCC(CCC)N(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,44,591.6750000000003,0.4411764705882353,604.6741917301288
1459,CCC(C)N(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,41,549.5940000000002,0.3870967741935484,629.3538917358981
1460,CCCN(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,40,535.5670000000002,0.36666666666666664,596.3343417272442
1461,CCC(CC)N(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,42,563.6210000000003,0.40625,598.6741917301289
1462,CCCCC(CCCC)N(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,46,619.7290000000003,0.4722222222222222,610.6741917301288
1463,CCCCCC(C)N(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,44,591.6750000000003,0.4411764705882353,647.3538917358981
1464,CCCCN(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,41,549.5940000000002,0.3870967741935484,602.3343417272442
1465,CCCC(C)N(Cc1ccc(F)c(F)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,42,563.6210000000003,0.40625,635.3538917358981
1466,CCCC(CCC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,44,624.5850000000003,0.4411764705882353,604.6741917301288
1467,CCC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,41,582.5040000000004,0.3870967741935484,629.3538917358981
1468,CCCN(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,40,568.4770000000003,0.36666666666666664,596.3343417272442
1469,CCC(CC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,42,596.5310000000003,0.40625,598.6741917301289
1470,CCCCC(CCCC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCO2,46,652.6390000000002,0.4722222222222222,610.6741917301288
1471,CCC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,44,626.5570000000002,0.42424242424242425,676.5238167373403
1472,CCCN(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,43,612.5300000000002,0.40625,643.5042667286865
1473,CCCCC(CCCC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,49,696.6920000000001,0.5,657.844116731571
1474,CCC(CC)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,45,640.5840000000003,0.4411764705882353,645.844116731571
1475,CCCCCC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,47,668.6380000000003,0.4722222222222222,694.5238167373403
1476,CCCCN(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,44,626.5570000000002,0.42424242424242425,649.5042667286865
1477,CCCC(C)N(Cc1ccc(Cl)c(Cl)c1)C(=O)CN1C[C@H](c2cc(OC)c3c(c2)OCO3)[C@@H](*)[C@@H]1c1ccc2c(c1)OCCO2,45,640.5840000000003,0.4411764705882353,682.5238167373403
