RunNum,Silhouette,PD_Min,PD_Max,PD_Avg
1,0.3306186292071415,0.08050201767207091,1.1553001518174437,0.5163832136402362
2,0.33264942725617724,0.08050201767207091,1.1959787338474175,0.52125762588326
3,0.34865512763936723,0.11909047030753375,1.1324310900576353,0.5028498180146846
4,0.3458488978887909,0.11883844072796627,1.1324310900576353,0.5042782711519324
5,0.3387905701959835,0.11979846572883385,1.1417942228727938,0.5067623963401163
6,0.34783019444636737,0.1089977316447304,1.1324310900576353,0.5086469916360747
7,0.3486669248543928,0.11143666164240375,1.1324310900576353,0.5006570943525723
8,0.3293172200357426,0.08050201767207091,1.1553001518174437,0.5185859506347219
9,0.3470436005156191,0.11143666164240375,1.198757911880368,0.5089328622192045
10,0.3453570785431885,0.1081020886558044,1.1324310900576353,0.5088002196702552
11,0.35043199262371366,0.11027138667542981,1.1324310900576353,0.5070989848877033
12,0.35028527332528314,0.12501968525355625,1.198757911880368,0.5137657464989219
13,0.3465780376023191,0.0976994101158022,1.1269188039080797,0.49976717912316376
14,0.3436448785197874,0.11979846572883385,1.1269188039080797,0.49881239982146053
15,0.3397869347493751,0.11986279275526014,1.1417942228727938,0.5003840919323951
16,0.34499332218739553,0.1254251684686711,1.1324310900576353,0.5066288073706701
17,0.3463553714922905,0.11979846572883385,1.1324310900576353,0.5051815527567602
18,0.3404745337680922,0.11257541726346262,1.1417942228727938,0.5062415277974467
19,0.32915696186476395,0.08050201767207091,1.1490099771733446,0.5085262498571658
20,0.33093014106846497,0.09118829257703163,1.1537254849607708,0.5139699411970726
21,0.32320229138796186,0.08718379482720612,1.1553001518174437,0.5165356088743682
22,0.3443842584557024,0.08349102787236559,1.1324310900576353,0.5094557834419753
23,0.33064937549154955,0.08718379482720612,1.1553001518174437,0.5147271254903614
24,0.3356785467460597,0.09118829257703163,1.1537254849607708,0.5144620041428527
25,0.3473233294486669,0.12547171539646715,1.1324310900576353,0.5091129717118222
26,0.33100522986770514,0.08050201767207091,1.1553001518174437,0.5154500446482453
27,0.3299169951859803,0.08349102787236559,1.1959787338474175,0.509756875188466
28,0.332430547191881,0.08050201767207091,1.1553001518174437,0.5170150393129247
29,0.3483913750153545,0.107326954244467,1.1324310900576353,0.5041578095161756
30,0.3460635050167572,0.1254251684686711,1.1324310900576353,0.5049503784400015
31,0.33187118970627794,0.08718379482720612,1.1553001518174437,0.5171646340069097
32,0.3488664390424826,0.11641987912601268,1.1324310900576353,0.5088360967494728
33,0.34593218587971336,0.09773534921548385,1.1324310900576353,0.5039365667172151
34,0.3487249861185478,0.12153916928906432,1.198757911880368,0.5133493798144916
35,0.3329610720745868,0.08050201767207091,1.1553001518174437,0.5177614931689042
36,0.3332945979857465,0.08050201767207091,1.1553001518174437,0.5141128836190476
37,0.3307796759812876,0.08050201767207091,1.1553001518174437,0.5129663269540236
38,0.3481098969779195,0.10946345205520396,1.1324310900576353,0.5022312845393584
39,0.3306040337420891,0.08050201767207091,1.1553001518174437,0.5136146457561012
40,0.3423501639567549,0.12501968525355625,1.20803249591646,0.5185425553095097
41,0.3311566799898403,0.08354520180816788,1.1515228027133946,0.5133065663665636
42,0.34679017891040737,0.10181393229752082,1.1324310900576353,0.5034596531121405
43,0.32955844140288026,0.08050201767207091,1.1490099771733446,0.5067357313331344
44,0.34328528572678035,0.12507163674201932,1.1377131762863122,0.5066734890562571
45,0.3475445407800318,0.09290748389468438,1.1324310900576353,0.5061350224877755
46,0.34057296068375004,0.11914335133013723,1.1417942228727938,0.5043909572504981
47,0.33577738396947243,0.10011968554439926,1.1515228027133946,0.5161979423543781
48,0.345803989174238,0.11979846572883385,1.1742880230573345,0.5063430491858866
49,0.3457498874458506,0.1254251684686711,1.1324310900576353,0.5027490138071319
50,0.34612999739298816,0.1180861494040043,1.1324310900576353,0.5058012438623202
