Number,SMILES,MW,FSP3,Cm
7628,C=CCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCCO)C(C(=O)N(CC=C)c3ccccc3Cl)C23CC[C@@]1(C)S3=O,591.1700000000002,0.5666666666666667,671.7455220274753
7629,C=CCCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCCO)C(C(=O)N(CC=C)c3cc(C)ccc3C)C23CC[C@@]1(C)S3=O,598.8060000000003,0.6060606060606061,668.9608871819178
7630,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCCO)C(C(=O)N(CC=C)c3c(C)cccc3Cl)C23CC[C@@]1(C)S3=O,591.1700000000002,0.5666666666666667,672.575597026033
7631,C=CCN(C(=O)C1N(CCCCCCO)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O)c1c(C)cccc1C,530.6870000000002,0.6071428571428571,592.8661496768694
7632,C=CCCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCCCO)C(C(=O)N(CC=C)c3ccccc3Cl)C23CC[C@@]1(C)S3=O,619.224,0.59375,683.7455220274753
7633,C=CCCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCCCO)C(C(=O)N(CC=C)c3ccc4ccccc4c3)C23CC[C@@]1(C)S3=O,634.839,0.5277777777777778,699.6405871876871
7634,C=CCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCO)C(C(=O)N(CC=C)C(C)(C)C)C23CC[C@@]1(C)S3=O,494.65400000000034,0.72,590.4511121775907
7635,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCO)C(C(=O)N(CC=C)C(C)(C)C)C23CC[C@@]1(C)S3=O,508.6810000000003,0.7307692307692307,596.4511121775907
7636,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCO)C(C(=O)N(CC=C)CCN3CCOCC3)C23CC[C@@]1(C)S3=O,565.7330000000005,0.75,648.2485995614671
7637,C=CCN(C(=O)C1N(CCCCO)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O)c1ccc(OC)cc1,504.6050000000003,0.56,604.790962180475
7638,C=CCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCO)C(C(=O)N(CC=C)C(C)C)C23CC[C@@]1(C)S3=O,480.6270000000003,0.7083333333333334,587.7909621804755
7639,C=CCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCO)C(C(=O)N(CC=C)C(C)C)C23CC[C@@]1(C)S3=O,508.6810000000003,0.7307692307692307,599.7909621804755
7640,C=CCN(CCCC)C(=O)C1N(CCCCO)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O,454.5890000000002,0.7727272727272727,566.1112621747061
7641,C=CCCCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCO)C(C(=O)N(CC=C)Cc3ccccc3)C23CC[C@@]1(C)S3=O,570.7520000000003,0.5806451612903226,627.3759246811965
7642,C=CCCOC(=O)[C@@H]1[C@H]2C(=O)N(CCCCO)C(C(=O)N(CC=C)Cn3nnc4ccccc43)C23CC[C@@]1(C)S3=O,583.7110000000002,0.5517241379310345,713.0134993306623
7643,C=CCN(C(=O)C1N(CCCCO)C(=O)[C@@H]2[C@@H](C(=O)O)[C@@]3(C)CCC12S3=O)c1c(C)cccc1Cl,523.0510000000003,0.56,629.2357470231481
