SMILES
CC(C)(C)SC(C)(C)C
CNCCCC1(c2ccccc2)SC(C)(C)c2ccccc21
CN(C)CCCC1(c2ccccc2)SC(C)(C)c2ccccc21
CN(C)CCCC1(C(N)=O)SC(C)(C)c2ccccc21
CCOC(=O)C1(CCCN(C)C)SC(C)(C)c2ccccc21
COC(=O)C1(CCCN(C)C)SC(C)(C)c2ccccc21
CN(C)CCCC1(C(=O)Nc2ccccc2)SC(C)(C)c2ccccc21
CC(=O)C1(CCCN(C)C)SC(C)(C)c2ccccc21
CCN(CC)CCCC1(c2ccccc2)SC(C)(C)c2ccccc21
CC12CCC(CC1)C(C)(C)S2
CC1(C)CC(=O)CC(C)(C)S1
CC1(C)CC2=C(CC(C)(C)S1)C1=C2CC(C)(C)SC(C)(C)C1
CC1(C)CC=CCC(C)(C)S1
CC(C)(CCl)SC(C)(C)CCl
CN(C)CCC1(c2ccccc2)SC(C)(C)c2ccccc21
CC(C)(SC(c1ccccc1)(c1ccccc1)c1ccccc1)C(N)C(=O)O
CCC1(C)C=CCC(C)(C)S1
CN(C)CCCC1(c2ccccc2)SC(C)(C)c2ccc(Cl)cc21
c1ccc(C2(c3ccccc3)SC(c3ccccc3)(c3ccccc3)c3ccccc32)cc1
CN(C)CCCC1(c2cccc(Cl)c2)SC(C)(C)c2ccccc21
CCC(C)(C)SC(C)(C)C
CCC(C)(C)SC(C)(C)CC
CC1(C)CCCC(C)(C)S1
CC(=O)OC1C(C)=CC(C)(SC(C)(C)C)C(OC(C)=O)N1C(C)=O
Cc1ccc(C2(c3ccccc3)CC(=O)CC(C)(C)S2)cc1
Cc1ccc([C@@]2(c3ccccc3)CC(=O)CC(C)(C)S2)cc1
Cc1ccc([C@]2(c3ccccc3)CC(=O)CC(C)(C)S2)cc1
CC(C)(C)SC1(C#N)CC1(C#N)SC(C)(C)C
CC(C)(C)CC(C)(C)CC(C)(C)SC(C)(C)CC(C)(C)CC(C)(C)C
C=C1CC2(CC(C)(C)SC(C)(C)C2)OC1=O
CC(=O)CC(C#N)(SC(C)(C)C)C(C#N)(CC(C)=O)SC(C)(C)C
CC(=O)SCC(C#N)(SC(C)(C)C)C(C#N)(CSC(C)=O)SC(C)(C)C
CCCC(=O)CC(C#N)(SC(C)(C)C)C(C#N)(CC(=O)CCC)SC(C)(C)C
CCC(C#N)(SC(C)(C)C)C(C#N)(CC)SC(C)(C)C
CC(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1
CC(C)(C)S[C@]1(C#N)C[C@@]1(C#N)SC(C)(C)C
CC(C)(C)S[C@]1(C#N)C[C@]1(C#N)SC(C)(C)C
CC(C)(C)S[C@@]1(C#N)C[C@]1(C#N)SC(C)(C)C
CC(C)(SC(c1ccccc1)(c1ccccc1)c1ccccc1)[C@H](N)C(=O)O
CC(C)(SC(c1ccccc1)(c1ccccc1)c1ccccc1)[C@@H](N)C(=O)O
COC(=O)[C@H]1[C@H](C(=O)OC)[C@]2(c3ccccc3)S[C@@]1(c1ccccc1)c1nonc12
CC(C)(C)OC(=O)N(CCN(CCCCCC(=O)O)CC(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1)CC(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1
COC(=O)CC1CC2(SC34CC(CCO)OC(C)C3(O)C(=O)c3c(O)cccc3C4=O)C(=O)c3cccc(O)c3C(=O)C2(O)C(C)O1
COC(=O)CC1CC2(SC34CC(CC(=O)OC)OC(C)C3(O)C(=O)c3c(O)cccc3C4=O)C(=O)c3cccc(O)c3C(=O)C2(O)C(C)O1
CC12CCC(N3CCCCC3)C(C)(CCC1N1CCCCC1)S2
CC(C)(SC(C)(C)/C(=N/O)c1ccccc1)/C(=N/O)c1ccccc1
CC12CCC(N3CCOCC3)C(C)(CCC1N1CCOCC1)S2
CC1(C)CN([C@H]2C[C@@]3(C)[C@@H](CC[C@H]4[C@@H]5CC[C@H](C6(C)OCCO6)[C@@]5(C)CC(=O)[C@@H]43)C[C@@H]2O)CC(C)(C)S1
O=C([C@H]1C2(CCC2)SC2(CCC2)C[C@@]1(O)C(F)(F)F)C(F)(F)F
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@@H](N5CC(C)(C)SC(C)(C)C5)C[C@]4(C)[C@H]3C(=O)C[C@]12C
CCOC(=O)C1(C)CC(C)=CC(C)(C)S1
O=C([C@H]1C2(CCC2)SC2(CCC2)C[C@]1(O)C(F)(F)F)C(F)(F)F
CC1(C)Cc2ccccc2CC(C)(C)S1
C1C2CC3CC1CC(SC14CC5CC(CC(C5)C1)C4)(C2)C3
CC(C)(C)SC1(C#N)CC=C(O[Si](c2ccccc2)(c2ccccc2)c2ccccc2)C(F)(F)C1
CN(CCCC1(c2ccc(Cl)cc2)SC(C)(C)c2cc(Br)ccc21)CC(=O)O
CC(C)(C)SC12CC=CCC1(O)CC=CC2
CC(C)(C)SC12CCCCC1(OCC(=O)O)CCCC2
CC1(C)SC(CCNCC(=O)O)(c2ccc(Cl)cc2)c2ccccc21
CC(C)(C)S[C@]12CC=CC[C@]1(O)C[C@H]1O[C@H]1C2
Cc1cc(C2(C)CC3c4c(C)sc(C)c4C(=O)C(=O)C3(C)S2)c(C)s1
CN(CCCC1(c2ccc(F)cc2)SC(C)(C)c2ccccc21)CC(=O)O
CN(CCCC1(c2ccccc2)SC(C)(C)c2ccccc21)CC(=O)O
CC(C)(C)SC12CCCCC1(O)CCCC2
COC(=O)NC[C@](C)(SC(C)(C)C)C(=O)N(C)OC
COC(=O)NC[C@](C)(SC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)N(C)OC
CC(C(=O)O)N(C)CCCC1(c2ccccc2)SC(C)(C)c2ccccc21
c1ccc(C(SC(c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1
COC(=O)[C@@H](NC(=O)c1ccccc1)C(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1
CC(C)(C#N)SC1(C(C)(C)C#N)c2ccccc2C(=C(C#N)C#N)c2ccccc21
COC(=O)[C@H]1[C@H](C(=O)OC)C2(c3ccccc3)SC1(c1ccccc1)c1nonc12
CC(C)(C=O)SC(C)(C)C=O
COC(=O)C1C(C(=O)OC)C2(c3ccccc3)SC1(c1ccccc1)c1nonc12
CC12CCC(Cl)C(C)(CCC1Cl)S2
CC12CCCC(C)(CCC1)S2
CC(C)(C#N)SC(C)(C)C#N
CC1(C)CC(N)CC(C)(C)S1
CN1CCC(SC(C)(C)C)(c2ccccc2)C(O)C1
CC(C)(C)SC12c3ccccc3C(c3ccccc31)c1ccccc12
CC(C)(C)SC(C)(C)C=O
CC(=O)C(C)(C)SC(C)(C)C(=O)c1ccccc1
CC(C)(SC(C)(C)C(=O)c1ccccc1)C(=O)c1ccccc1
COC(=O)C1(SC(C)(C)C)CC(F)(F)C1(F)Cl
CC(C)(C)SC1(C#N)CC(F)(F)C1(F)Cl
CC(C)(C)SC1(C#N)CC(F)(F)C1(F)Sc1ccccc1
CC(C)(C)SC1(C#N)CC(F)(F)C1(Cl)Sc1ccccc1
CCSC1(SCC)C(F)(F)CC1(C#N)SC(C)(C)C
CC(CC(C#N)(SC(C)(C)C)C(C#N)(CC(C)c1ccccc1)SC(C)(C)C)c1ccccc1
CC(C)(C)SC1(C#N)CC2(CC2)C1
C[Si]1(C)C23C4CCCC2C43SC23C4CCCC2C431
CC(=O)C(C)(C)SC(C)(C)C(C)=O
CC(C)(C)SC1(C#N)CC(=CC#N)C1
CC1(C)CC(=O)CC(c2ccccc2)(c2ccccc2)S1
CC(C)(C)OC(=O)N[C@H](C(=O)O)C(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1
CC1(C)SC(C)(C)C2(c3ccccc3)OC12c1ccccc1
c1ccc(C2=C(c3ccccc3)C2(SC2(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)c2ccccc2)cc1
FC(F)(F)C12SC(C(F)(F)F)([C@H]3[C@@H]4C=C[C@@H](C4)[C@H]31)[C@H]1[C@@H]2[C@@H]2C=C[C@H]1C2
CCOC(=O)C(C)(C)SC(C)(C)C(C)=O
CC1(C)SC(C)(C)C(=O)CC1=O
CCOC1=CC(=O)C(C)(C)SC1(C)C
CC1(C)C=CC(=O)C(C)(C)S1
C=CCC(SC(C)(C)C)(C(=O)OCC)C(=O)C(F)(F)F
CC12C=CC(C)(S1)C1C(=O)N(c3ccc(Br)c(C(F)(F)F)c3)C(=O)C12
C#CC(C)(C)SC(C)(C)C#C
CCCCCNCCNCC(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1
CCCCCCCCCCCCC(C)(SC(C)(CCCCCCCCCCCC)C(=O)O)C(=O)O
CC(C)(C)c1ccc(C(C)(C)SC(C)(C)c2ccc(C(C)(C)C)c(O)c2)cc1O
CC(C)(Cc1cc(Cl)cc(Cl)c1)SC(C)(C)Cc1cc(Cl)cc(Cl)c1
Fc1ccc(C(SC(c2ccc(F)cc2)(c2ccc(F)cc2)c2ccccc2F)(c2ccc(F)cc2)c2ccccc2F)cc1
CCCCCCCCCCCCCCCCCCC(C)(SC(C)(CCCCCCCCCCCCCCCCCC)C(=O)O)C(=O)O
CC(C)(SC(C)(C)C(=O)S)C(=O)S
CC1(C)C[C@H](O)C(c2cccc(CCl)c2)C(C)(C)S1
CC(C)(CN(CC(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)CCCCNCCN)SC(c1ccccc1)(c1ccccc1)c1ccccc1
CCOC(=O)CCCCCN(CCNCC(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1)CC(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1
CC1(C)SC(C)(C)C(C)(C)NC1=O
CCCCCCCCCCCC(CCCCCCCCCC)(SC(C)(CCCCCCCCCC)C(=O)O)C(=O)O
C=C1CC(C(C)(C)SC(c2ccccc2)(c2ccccc2)c2ccccc2)OC1=O
CCC(C)(SC(c1ccccc1)(c1ccccc1)c1ccccc1)C1CC(CSCc2ccccc2)C(=O)N1Cc1ccccc1
CC(C#N)(SC(C)(C#N)c1c[nH]c2ccccc12)c1c[nH]c2ccccc12
CC1(C)SC(C)(C)c2ccccc21
CC(C)(C)SC1(C=O)CC1
C1CCC(SC2(C3=NCCO3)CCCCC2)(C2=NCCO2)CC1
CC(C)(C)OC(=O)NC(C(=O)O)C(C)(C)SC(c1ccccc1)(c1ccccc1)c1ccccc1
CCCCCCCC1(SC2(CCCCCCC)C(=O)c3ccccc3C2=O)C(=O)c2ccccc2C1=O
CCCCCCCC(CCCCCC)(SC(CCCCCC)(CCCCCCC)C(C)CC)C(C)CC
C=CCOC(=O)C(N1CC(SC(c2ccccc2)(c2ccccc2)c2ccccc2)(C(C)O[Si](C)(C)C(C)(C)C)C1=O)=P(c1ccccc1)(c1ccccc1)c1ccccc1
C=CCOC(=O)C(N1CC(SC(c2ccccc2)(c2ccccc2)c2ccccc2)(C(C)O)C1=O)=P(c1ccccc1)(c1ccccc1)c1ccccc1
CC(=O)OC1CC(C)(C)SC(C)(C)C1
CC(=O)NC1CC(C)(C)SC(C)(C)C1
CC1(C)CC2(CC(C)(C)S1)OCCO2
CC1(C)CC(OC(=O)c2ccccc2)CC(C)(C)S1
CCCCCCCCCCCC(=O)OC1CC(C)(C)SC(C)(C)C1
CCCC(=O)OC1CC(C)(C)SC(C)(C)C1
