Number,SMILEs,NumAtoms,MW,FSP3,Cm
1732,CC1(CC*)CCN(C(=O)OC(C)(C)C)CC1,0.11630546307317946,0.036822907332989055,1.4085569535473264,-0.21780476934780693
1733,Cc1sc(*)cc1-c1ccc(C(F)(F)F)cc1,0.11630546307317946,0.15897698426444282,-0.7081656840643222,-0.1350917958334091
1734,CCCCCCCCC(CCCCCC)COC(=O)c1cc(C(=O)OCC(CCCCCC)CCCCCCCC)cc(*)c1,3.450004593136476,3.2112402576262373,1.0641410667494984,0.30725953717830123
1735,*C(F)(F)CC(F)(F)C(F)(F)OC(F)(F)C(F)(F)S(=O)(=O)F,0.711608879155911,1.1569357489896248,1.6238168827959678,1.1048972096056726
1736,*CC1CN(CC(CS(=O)(=O)O)*)CC1CS(=O)(=O)O,0.47348751272281836,0.6348595258423476,1.6238168827959678,1.1464511473173702
1737,*CC1CN(CC(CS(=O)(=O)O)*)CC1CS(=O)(=O)O,0.47348751272281836,0.6348595258423476,1.6238168827959678,1.1464511473173702
1738,Cc1ccc(Sc2c([N+](=O)[O-])cc(C(=O)O)cc2*)cc1,0.5925481959393647,0.5442409688051774,-0.9746779774197837,0.5905130772734164
1739,Cc1ccccc1Sc1c([N+](=O)[O-])cc(C(=O)O)cc1*,0.5925481959393647,0.5442409688051769,-0.9746779774197837,0.8583459928039158
1740,CC(C)(C)OC(=O)NC12CC(*)(C1)C2,-0.24087658657645944,-0.32428377165382744,1.343978974772733,-0.007725053312262601
1741,*C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)*,2.6165798106206517,3.0973815537544835,1.6238168827959678,0.6082639679920936
1742,O=C(N[C@H]1C=C[C@@H](*)C1)OCc1ccccc1,0.11630546307317946,-0.04572137740717721,-0.3135224804418113,0.5241181124016479
1743,CCCCCCCCCCCCNc1ccc(S(=O)c2ccc(NC*)cc2)cc1,1.6640943448882812,1.5706971651668455,0.280594924284441,1.2900371636781334
1744,*C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)C(F)(F)OCC(F)(F)F,1.545033661671735,1.9755326616648203,1.6238168827959678,2.832131211668018
1745,CN(c1ccccc1)S(=O)(=O)c1ccc(CCc2ccc(*)cc2)cc1,1.187851612022096,1.053255869119065,-0.7747937574031876,0.49213612763683773
1746,O=[N+]([O-])c1cc(*)cc([N+](=O)[O-])c1N1CCOCC1,0.3544268295062721,0.24863743799659366,-0.055210565343440716,-0.15230690853707066
1747,Cc1ccc(S(=O)(=O)NC/C(Cl)=C(/Cl)C*)cc1,0.23536614628972577,0.5842929625218594,-0.4113679028275578,0.3064041321346477
1748,Cc1ccc(S(=O)(=O)NC2C=CC(*)CC2)cc1,0.23536614628972577,0.2333814853705096,-0.0982625511931693,0.6028068714934169
1749,Cc1ccc2oc(C(F)(F)*)nc2c1,-0.24087658657645944,-0.32505352986469777,-0.5527001796069693,0.2799825183891509
1750,*C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)*,1.3069122952386425,1.5903833219640033,1.6238168827959678,1.436941292065423
1751,C[N@@+]1(CCCS(=O)(=O)[O-])C[C@@H](S(=O)(=O)O)[C@@H](C*)C1,0.3544268295062721,0.6431139543163645,1.6238168827959678,1.1769568047252852
1752,O=C(Nc1ccc(*)cc1)Nc1ccc([N+](=O)[O-])cc1O,0.5925481959393647,0.4126942039176738,-1.17456219743638,0.848845188878357
1753,Cn1nc(C*)cc1CO[Si](C)(C)C(C)(C)C,0.11630546307317946,0.14389299889823426,0.9242221127378809,0.39851205761557873
1754,*c1ccc(S(=O)(=O)Nc2ccc(Oc3ccccc3)cc2)cc1,0.9497302455890035,0.8396725323538852,-1.17456219743638,0.483080224344383
1755,*C(F)(F)C(F)(F)C1C2CC3C(C2)C31,-0.24087658657645944,-0.23486079651864705,1.6238168827959678,-0.1487480991578559
1756,CCCCCCCCCCCCCCCCCCNC(=O)c1cc(C(=O)NCCCCCCCCCCCCCCCCCC)cc(*)c1,3.9262473260026614,3.654588231419151,1.1150206863900867,0.4235660570973712
1757,*c1cccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,1.545033661671735,1.8285989214770422,0.332257307304115,1.049707856461459
1758,CC(=O)N1C[C@H](SSCCCC*)C[C@H]1C(=O)O,0.23536614628972577,0.4467846659586775,1.1150206863900867,1.1196650609670353
1759,CC(CNC(=O)c1cccc(Cl)c1Cl)=C(C)C*,0.23536614628972577,0.40390749582975793,-0.3135224804418113,0.3827330716037597
1760,*C(CC(F)(F)Cc1ccc(Br)cc1)(c1ccccc1)c1ccccc1,1.187851612022096,1.4612522876318925,-0.6657660010304985,-0.13954306977018502
1761,*CNc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.3544268295062721,0.3314110124165941,-0.941363940750351,0.6067313451146545
1762,*CNc1ccc(S(=O)(=O)Nc2cccnn2)cc1,0.3544268295062721,0.3395016625478723,-0.9201640992334392,0.6927315948504227
1763,*C(F)(F)CC12CC3C4CC5CC3C(C1)C(C5)C4C2,0.3544268295062721,0.24154583575601973,1.6238168827959678,-0.3228759208202359
1764,O=C(OCCCCC(F)(F)C(F)(F)*)C1CCCCC1,0.47348751272281836,0.5031407936949696,1.4085569535473264,0.05442018669827049
1765,CCCCCCCCCCCCCCCCOc1ccc2c(c1)C(=O)CCC2*,1.545033661671735,1.3410881175647102,0.8704071304257203,1.0624089050685328
1766,CCCCOc1cc(C(=O)O)cc(*)c1C(=O)c1ccccc1,0.8306695623724573,0.6181541348830282,-0.5527001796069693,0.5750924527087992
1767,COc1ccc(Oc2c([N+](=O)[O-])cc(C(=O)O)cc2*)cc1,0.711608879155911,0.5436759335227297,-0.9746779774197837,0.8380092850777014
1768,N#CC1=CN(Cc2c(Cl)cccc2Cl)C=CC1*,0.23536614628972577,0.34632303052292746,-0.7440423389390958,0.3552486725984142
1769,CC(C)(C)OC(=O)NCc1cnc2cc(*)ccc2c1,0.47348751272281836,0.2904582378148507,-0.24176917069226403,0.7004714310239262
1770,*C12c3ccccc3C(F)(c3ccccc31)c1ccccc12,0.711608879155911,0.40511126664888575,-0.8947242894131451,-0.15174176269226133
