Number,SMILEs,NumAtoms,MW,FSP3,Cm
58,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cc(Br)cn3)cn12,31,562.2470000000001,0.1,549.9850125781209
59,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cnc(Cl)n3)cn12,31,518.7840000000002,0.10526315789473684,563.2727249576702
60,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cnc(Cl)c3)cn12,31,517.7960000000002,0.1,561.9850125781207
61,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cc(Cl)cn3)cn12,31,517.7960000000002,0.1,549.9850125781209
62,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cnc(F)n3)cn12,31,502.3290000000002,0.10526315789473684,563.2727249576702
63,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cnc(F)c3)cn12,31,501.3410000000002,0.1,561.9850125781207
64,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cc(F)cn3)cn12,31,501.3410000000002,0.1,549.9850125781209
65,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cncn3)cn12,30,484.33900000000017,0.10526315789473684,535.9978651164396
66,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3ccnc3)cn12,30,483.35100000000017,0.1,534.7101527368902
67,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3cccn3)cn12,30,483.35100000000017,0.1,527.5402277354478
68,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-c3cnc[n+]([O-])c3)cn12,32,511.3610000000002,0.09523809523809523,555.3360870186676
69,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-c3cncc[n+]3[O-])cn12,32,511.3610000000002,0.09523809523809523,567.3360870186676
70,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-c3nccc[n+]3[O-])cn12,32,511.3610000000002,0.09523809523809523,560.1661620172252
71,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-c3cc[n+]([O-])cc3)cn12,32,510.3730000000002,0.09090909090909091,501.2329653472445
72,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-c3ccc[n+]([O-])c3)cn12,32,510.3730000000002,0.09090909090909091,539.7085246362336
73,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-c3cccc[n+]3[O-])cn12,32,510.3730000000002,0.09090909090909091,544.5385996347912
74,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(N3CCCC3)cn12,30,486.3950000000003,0.2857142857142857,486.24925915458516
75,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(N3CCC3)cn12,29,472.3680000000003,0.25,483.24925915458516
76,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(N3CC3)cn12,28,458.34100000000024,0.21052631578947367,480.24925915458516
77,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3ccc(OC)c3)cn12,32,512.3890000000002,0.13636363636363635,554.2525153558985
78,CCS(=O)c1c(-n2cnc3cc(Br)ccc3c2=O)nc2ccc(-n3ccc(C)c3)cn12,31,496.3900000000002,0.13636363636363635,525.9126653530138
79,CCS(=O)c1cc(-c2cc(Cl)cc(Cl)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,35,560.4060000000001,0.13636363636363635,528.3573054668362
80,CCS(=O)c1cc(-c2ccc(Cl)c(Cl)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,35,560.4060000000001,0.13636363636363635,572.7269028131149
81,CCS(=O)c1cc(-c2cc(F)c(F)c(F)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,36,545.4860000000001,0.13636363636363635,546.3870528102301
82,CCS(=O)c1cc(-c2ccc(F)cc2F)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,35,527.4960000000001,0.13636363636363635,572.7269028131149
83,CCS(=O)c1cc(-c2cc(F)cc(F)c2)cnc1-n1cnc2ccc(S(=O)C(F)(F)F)cc2c1=O,35,527.4960000000001,0.13636363636363635,528.3573054668362
