Number,SMILEs,NumAtoms,MW,FSP3,Bottcher
1,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCCCCCCCCCCCC3,59,832.2489999999991,0.6,633.2616371674945
2,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCCC/C=C\CCCCCCC3,59,830.2329999999993,0.56,635.6014871703791
3,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCCCCCCCCCC3,57,804.1949999999993,0.5833333333333334,621.2616371674945
4,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCC/C=C\C/C=C\CCCCCCC3,59,828.2169999999994,0.52,637.9413371732636
5,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.NCCC3,46,650.886,0.4444444444444444,563.9054933572693
6,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC3,44,621.8440000000002,0.42857142857142855,543.2616371674945
7,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCCCCCCCC3,55,776.1409999999994,0.5652173913043478,609.2616371674945
8,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCC3,61,852.2389999999996,0.46153846153846156,654.6210371790327
9,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCC3,45,635.8710000000001,0.4444444444444444,549.2616371674945
10,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC/C=C\C/C=C\C/C=C\CCCCCCC3,59,826.2009999999996,0.48,640.2811871761481
11,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12,55,792.0809999999999,0.5,784.4054869568822
12,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCCCCCC3,53,748.0869999999995,0.5454545454545454,597.2616371674945
13,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCC(C3)c1ccccc1,55,768.0769999999999,0.43478260869565216,614.696224675427
14,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCc1[nH]c2ccccc2c1C3,54,751.006,0.36363636363636365,663.2290495528131
15,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S5(=O))cc2)c(O)c1.C=C[C@@]1(C)CC[C@H]2[C@@](C)(CC[C@@]3(C)[C@@H]4CC(C)(C)CC[C@]4(C)CC[C@]23C)[C@@H]1CC5,71,990.492999999999,0.6451612903225806,859.9608871819175
16,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCC3,63,884.2369999999996,0.5192307692307693,748.3202871934559
17,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CCC1=CCCC1,50,701.9739999999998,0.4634146341463415,590.4315621689368
18,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCOC(=O)C(=O)CCCC3,53,749.9709999999999,0.4634146341463415,649.9413371732637
19,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCC1=C(C3)COC1=O,51,717.929,0.425,630.7714121718215
20,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCOC(C)C3,48,679.9240000000001,0.47368421052631576,614.621037179033
21,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3c1ccc(-c2ccccc2)o1,54,749.9740000000002,0.3181818181818182,643.8661496768692
22,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CN(Cc1ccccc1)Cc1ccccc1,59,817.1089999999999,0.3469387755102041,621.1538620564195
23,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCSC(=O)C3,50,724.002,0.46153846153846156,624.7714121718215
24,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C#CC#CCC3,48,669.888,0.38461538461538464,574.8465996682157
25,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCC#CCCCCCCC3,53,744.0549999999996,0.5,601.2616371674945
26,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCC#CCCCCC3,53,744.0549999999996,0.5,601.2616371674945
27,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,63,872.101,0.32,740.5952056300705
28,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COc1ccc(C=C2SC(=S)N(CCC3)C2=O)cc1OC,63,915.2129999999999,0.375,832.7420807584532
29,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCOc1ccc(Cl)cc1)C[C@H](CN)C3,59,847.5629999999998,0.44680851063829785,693.2194532158072
30,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCOc1ccc(F)cc1)C[C@H](CN)C3,59,831.1079999999998,0.44680851063829785,693.2194532158072
31,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCOc1ccccc1Cl)C[C@H](CN)C3,59,847.5629999999998,0.44680851063829785,723.559303218692
32,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCOc1cccc(Cl)c1)C[C@H](CN)C3,59,847.5629999999998,0.44680851063829785,723.559303218692
33,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC/C=C/C(C)C[C@H](CN)C3,53,747.0589999999999,0.4883720930232558,631.2648933688076
34,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCCC1CC1)C[C@H](CN)C3,55,775.1129999999996,0.5555555555555556,640.0949683673654
35,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCC1CCCCC1)C[C@H](CN)C3,57,803.1669999999995,0.574468085106383,643.0949683673654
36,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCC1CCCC1)C[C@H](CN)C3,56,789.1399999999995,0.5652173913043478,640.0949683673654
37,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCOc1ccccc1[N+](=O)[O-])C[C@H](CN)C3,61,858.1149999999998,0.44680851063829785,750.2160119467858
38,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCOc1cccc([N+](=O)[O-])c1)C[C@H](CN)C3,61,858.1149999999998,0.44680851063829785,750.2160119467858
39,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCCC1CCC1)C[C@H](CN)C3,56,789.1399999999995,0.5652173913043478,643.0949683673654
40,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCCC1CCCC1)C[C@H](CN)C3,57,803.1669999999995,0.574468085106383,646.0949683673654
41,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCc1cccc(Cl)c1)CC(CN)C3,58,831.5639999999997,0.44680851063829785,691.2194532158073
42,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(COc1ccc(Cl)cc1)C[C@H](CN)C3,58,833.5359999999998,0.43478260869565216,687.2194532158072
43,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(COc1ccccc1)C[C@H](CN)C3,57,799.0909999999999,0.43478260869565216,669.1897058724132
44,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(COc1ccccc1[N+](=O)[O-])C[C@H](CN)C3,60,844.0879999999999,0.43478260869565216,744.2160119467858
45,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(COc1cccc(Cl)c1)C[C@H](CN)C3,58,833.5359999999998,0.43478260869565216,717.559303218692
46,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(COc1cccc([N+](=O)[O-])c1)C[C@H](CN)C3,60,844.0879999999999,0.43478260869565216,744.2160119467858
47,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COc1ccccc1OCCC(C)C[C@H](CN)C3,60,843.1439999999998,0.4583333333333333,736.2844433774615
48,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(CCOc1ccccc1)C[C@H](CN)C3,58,813.1179999999998,0.44680851063829785,675.1897058724132
49,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC/C=C\CC(/C=C/C=C\C/C=C\C/C=C\C/C=C\CC3)OO,65,908.2589999999999,0.4074074074074074,725.2450996970615
50,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCCC/C(=C/CCCCCCC3)[N+](=O)[O-],62,875.2299999999992,0.56,684.7029807411458
51,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC1C(=O)CC(C3)C1(C)C,52,732.0,0.5,637.4511121775906
52,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.N#CC(C3)(c1ccccc1)c1ccccc1,58,799.0500000000001,0.3125,617.3400808652024
53,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3Cc1cc(Br)c(O)c(Br)c1,53,871.7330000000001,0.36585365853658536,613.2161970144941
54,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(=O)C3C(CC(=O)[O-])C[N+](C)(C)C,56,793.04,0.4883720930232558,690.5884495643518
55,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3C(c1ccccc1)c1ccc(F)cc1,57,792.0300000000002,0.3191489361702128,632.6507845224264
56,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC/C=C\C[C@@H](O)/C=C/C=C\C[C@@H](O)/C=C/C=C/C=C\[C@@H](O)CC3,66,924.2580000000002,0.4074074074074074,797.8691622150903
57,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CN(CCC3)c1ccc(Cl)cc1,54,775.4559999999999,0.3953488372093023,638.6575405881451
58,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC1(C)[C@@H](C3)C[C@H]1C(=O)CO,53,747.999,0.5,652.6210371790329
59,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(=O)N[C@H](C3)c1ccccc1,54,754.9940000000001,0.37209302325581395,668.6636370607456
60,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COc1c(Cl)ccc(Cl)c1C3,53,782.831,0.36585365853658536,669.170756861494
61,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.NC(=O)N1CCC(C3)CC1,52,733.9759999999998,0.475,629.8729057425879
62,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COC(=O)[C@@H](C3)C1CCCCC1,54,762.0259999999998,0.5116279069767442,634.4511121775906
63,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S4(=O))cc2)c(O)c1.C4c1cc(NC2CCOCC2)c2[nH]c(-c3ccccc3)cc2c1,65,898.1829999999998,0.3584905660377358,750.7814244388527
64,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S4(=O))cc2)c(O)c1.C4c1cc(NC2CCCC2)c2[nH]c(-c3ccccc3)cc2c1,64,882.1839999999997,0.3584905660377358,737.6114994374104
65,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.Cc1noc(C)c1Cn1cc(N2C(=O)NC(C3)C2=O)cn1,63,881.0689999999997,0.391304347826087,920.0498176720661
66,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CCc1cc(-c2ccccc2)no1,56,779.016,0.35555555555555557,679.3074932505203
67,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S4(=O))cc2)c(O)c1.COC(=O)[C@@H]1O[C@@H](Oc2ccc3c(C4)cc(=O)oc3c2)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,77,1084.207,0.4107142857142857,1123.2676622439374
68,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.[N-]=[N+]=NCCOCCOCCOCCNC(=O)CCC3,62,880.1219999999994,0.5333333333333333,776.3321712242364
69,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C[C@@H](c1ccc(-c2ccc(=O)n(C)c2)cc1)N1CC[C@](C3)(c2ccc(F)cc2)OC1=O,73,1012.2579999999998,0.3448275862068966,934.8176841848729
70,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S5(=O))cc2)c(O)c1.CC(COC(=O)CC5)C[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC(=O)[C@H]4C[C@H](O)[C@H](O)C[C@]4(C)[C@H]3CC[C@@]21C,79,1114.4969999999996,0.6507936507936508,1099.2676622439371
71,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S4(=O))cc2)c(O)c1.C[C@@H]1CN(c2ccc([C@H]3CC[C@H](C4)CC3)cc2)C(=O)c2c(N)ncnc2O1,69,958.2389999999995,0.42592592592592593,880.4906867203077
72,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COc1ccc(CC3)cn1,52,728.956,0.3902439024390244,657.9087495585825
73,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC1N(CCCCC3)c2ccc(S(=O)(=O)O)cc2C1(C)C,63,903.2209999999998,0.46938775510204084,779.8368182635012
74,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCCCCC/C=C/CCCC3,58,816.2059999999993,0.5510204081632653,629.6014871703791
75,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(C)S(=O)(=O)c1ccc(C3)cc1,55,790.0610000000001,0.3953488372093023,635.375924681196
76,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S6(=O))cc2)c(O)c1.C6CCOc1ccc(-c2cc(Cn3cc4nc(-c5cccc(F)c5F)nc-4cn3)on2)cc1,75,1039.2189999999996,0.2982456140350877,987.8053061719637
77,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCCC/C=C/CCCCCCCCC3,60,844.2599999999992,0.5686274509803921,641.6014871703791
78,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC(C)=C[C@H](CN)C3,50,704.978,0.45,596.5851933630385
79,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCC[C@H](CC3)NC(=O)CCCCCCc1ccccc1,64,895.2639999999994,0.49056603773584906,728.6636370607457
80,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCC=C=C[C@H](C)C3,52,730.0279999999999,0.46511627906976744,607.111262174706
81,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC1=C(C3)c2cc(F)ccc2C1Cc1ccc(S(C)=O)cc1,64,906.199,0.34615384615384615,791.40567202459
82,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COc1ccc(CCC(C)(C)C3)cc1,56,784.0759999999999,0.43478260869565216,623.9413371732635
83,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CC(=O)c1cc(Cl)ccc1Cl,54,794.842,0.35714285714285715,671.1707568614939
84,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CCCCNSc1ccccc1[N+](=O)[O-],58,832.1019999999999,0.4090909090909091,721.6540993191237
85,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCCC(=O)/C=C/[C@H]1[C@H](OC2CCCCO2)CC(=O)[C@@H]1CCCCCC3,70,984.3539999999992,0.5789473684210527,867.6796872049945
86,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCC[C@H](O)[C@H](O)C[C@H](O)[C@@H](O)CCCCCCC3,63,896.2449999999997,0.6,802.0195372078794
87,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCC(O)CC[C@H](O)/C=C/[C@H]1CCC(=O)[C@@H]1C/C=C\CCC3,64,900.2359999999998,0.5192307692307693,790.5097622035521
88,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.Cc1ccccc1NC(=S)NCC3,55,786.077,0.37209302325581395,689.6866869338048
89,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CCNC(=S)Nc1cccnc1,55,787.0649999999999,0.38095238095238093,711.6540993191237
90,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCCCC[C@@H](/C=C/[C@H]1[C@H](O)C[C@H](O)[C@@H]1CCCCCC3)OC1CCCCO1,70,988.3859999999994,0.6140350877192983,901.7187872223022
91,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC1(CC3)OCCC2=C1Cc1ccccc12,58,806.0819999999998,0.4166666666666667,728.2811871761483
92,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC1(C3)SCCC2=C1Cc1ccccc12,57,808.1229999999998,0.40425531914893614,722.2811871761483
93,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CC1(C3)OCCC2=C1Cc1ccccc12,57,792.0549999999998,0.40425531914893614,722.2811871761483
94,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCOC(=O)C(C3)SP(=O)(OC)OC,56,834.0070000000002,0.475,733.1424525510481
95,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COC(=O)CCNC(=O)[C@@H](N)C3,54,765.9739999999999,0.45,712.8924557512418
96,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.COC(=O)CCCNC(=O)[C@@H](N)C3,55,780.0009999999999,0.4634146341463415,718.8924557512418
97,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S4(=O))cc2)c(O)c1.NC(=O)[C@H](CC4)NC(=O)CCc1cc(-c2ccc(-c3cccc(Cl)c3)cc2)no1,71,1003.6629999999997,0.32727272727272727,907.3079091805461
98,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.Cc1cccc(C(N)C3)c1C,53,741.011,0.3953488372093023,650.4348183702499
99,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CSc1nnc(-c2cccnc2)n1-c1ccccc1,62,874.1459999999998,0.3125,786.869880403592
100,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.CCC(OC(=O)CC3)c1ccccc1,56,784.032,0.4,669.7157746840809
101,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.Cc1ccc(SC(C3)c2ccccc2)cc1,58,820.1340000000001,0.3333333333333333,664.8856996855228
102,CCC(Oc1ccc(C(C)(C)CC)cc1C(C)(C)CC)C(=O)Nc1ccc(NC(=O)Nc2ccc(S3(=O))cc2)c(O)c1.C3CCc1cnc2ccccc2c1,55,763.0169999999999,0.35555555555555557,667.0786745600246
