RunNum,Silhouette
1,0.38566806040720364
2,0.3857502549346181
3,0.38566806040720364
4,0.38566806040720364
5,0.38566806040720364
6,0.38566806040720364
7,0.38566806040720364
8,0.38566806040720364
9,0.3857485179609211
10,0.385726035215292
