RunNum,Silhouette
1,0.33762094043419627
2,0.33762094043419627
3,0.3388541235161521
4,0.33792246691872424
5,0.40017228322082204
6,0.3359484219309265
7,0.33854685086327696
8,0.33762094043419627
9,0.3384933541317228
10,0.33854685086327696
11,0.33762094043419627
12,0.33762094043419627
13,0.33762094043419627
14,0.33849276496882785
15,0.3384933541317228
16,0.33762094043419627
17,0.40070348054114735
18,0.33652973078050646
19,0.4009645881289577
20,0.40017228322082204
