RunNum,Silhouette
1,0.38566806040720364
2,0.3856022014815861
3,0.38566806040720364
4,0.38477225889942557
5,0.38583628850955026
6,0.3857502549346181
7,0.38566806040720364
8,0.38566806040720364
9,0.3858938866672724
10,0.385726035215292
11,0.385726035215292
12,0.38485924588929316
13,0.38566806040720364
14,0.3858938866672724
15,0.38485924588929316
16,0.38566806040720364
17,0.38566806040720364
18,0.3857485179609211
19,0.38566806040720364
20,0.38566806040720364
