RunNum,PD_Min,PD_Max,PD_Avg
1,0.016151744955696833,1.0902398395558492,0.450555179377259
2,0.015058680099202219,1.080532390691597,0.507531415535199
3,0.021218984900860195,1.0309427748370856,0.46918325554465595
4,0.023781364592747878,1.1670656949598501,0.4828999314323373
5,0.005626277574532473,1.0585340418107194,0.4911139847053135
6,0.023598784328405464,1.0320988250132057,0.5079506589757409
7,0.002855952691340629,1.1553275921316986,0.47919259094860545
8,0.056908190091124564,0.8382263661856475,0.37822692641795175
9,0.02624628813077416,1.0241090122901197,0.46548142454317415
10,0.017999457784441213,1.1270480121001287,0.5109061497542802
11,0.013010489172593995,1.0329345345832655,0.40252676451877495
12,0.032848918677901844,1.1319362932542667,0.4603927707075179
13,0.021820086227972234,1.035279938549409,0.39697281243474886
14,0.006654094476928801,1.0667688750156508,0.5000128049670208
15,0.029315435064575828,1.0983955120801672,0.5042717273744223
16,0.028991310132883467,1.1487381613493586,0.40778438954103075
17,0.0024101724081991988,1.015003582932881,0.4524448111370129
18,0.0033948196652325673,1.2210236337416422,0.5135334935648657
19,0.015944797346756728,1.1016236422544505,0.4525539312862483
20,0.002522944447995064,1.038768773416919,0.5286263336974443
21,0.03675746334040327,1.335603940971673,0.5040401335176536
22,0.02243543286855547,1.1273231315850056,0.4674589017287693
23,0.028519970730938697,1.03520410846405,0.4727005122026899
24,0.013758769949210695,1.0143173249704853,0.50150238499841
25,0.03578675400765974,1.0302318297216142,0.46011353209576034
26,0.0043643074516414755,1.0123169024205358,0.48826569695326727
27,0.009111342544333031,1.023247875048915,0.45148371862155945
28,0.04090560625270792,1.1164065810734518,0.4819505739321226
29,0.02095232966663787,1.0206957567714778,0.41871575313667764
30,0.029956365411834725,1.0403832358821214,0.45880614639653516
31,0.0040915174910951795,1.0905015207301114,0.5268861739626628
32,0.02093509373709449,1.1286267688822649,0.43656831329406665
33,0.04012784373699965,1.0595086858409923,0.38708799150323964
34,0.008044794869310755,1.0826903542769661,0.4753219798756973
35,0.007741478212508341,1.0502107834544065,0.47679437791025364
36,0.004602328921870789,1.0337167627201231,0.49384513887781073
37,0.027002580878261455,1.0030523613573763,0.41595486380229413
38,0.0010119261689730413,1.0214054381146855,0.5146322842571699
39,0.012859315918901267,1.0435313094405585,0.4073286861435911
40,0.020855237713312134,1.0190555450809875,0.45021246468107684
41,0.022114255828517212,1.1674838097868145,0.4416699066909664
42,0.015573971591447034,1.1034468249773897,0.46319782700563095
43,0.03048221610350403,1.0179706245827833,0.4823240013457131
44,0.018491589398229646,1.075359892601903,0.4710619429801774
45,0.0,1.0651556393571855,0.4706121740123282
46,0.019408997701931524,1.0121301835763037,0.42147793950484497
47,0.007617343043446352,1.1532399071300679,0.5281126634304062
48,0.007164465658655389,1.1385052907718465,0.47433187742414157
49,0.024940995638522114,1.0145392155495616,0.467526852780296
50,0.011663104516937837,1.0080653297318536,0.37921220611292517
51,0.03407842664136488,1.054339327004579,0.4661783443718322
52,0.02177063857307629,1.0691974566541491,0.5240576164218692
53,0.014852928377982903,1.0449245088844632,0.5088085236153289
54,0.019378103676281854,0.9833660060625989,0.4346440838316277
55,0.008034021137559633,1.0133736127521036,0.4274001898867871
56,0.015769583021581563,1.0036518184424084,0.43805556981420984
57,0.02712687377483687,1.1135557371195544,0.49545469293711925
58,0.018985059379423918,1.0021620249947005,0.43404517564371864
59,0.034692026863999706,1.0730030166449676,0.4332418839761412
60,0.012018492189225488,1.0102262450182193,0.4695648632392963
61,0.016245153771737717,1.1428343645288395,0.5275105479005474
62,0.015362869148826246,1.1683199836253328,0.5259973279563483
63,0.0641254993808822,1.2581907276605635,0.5264980459728016
64,0.02206102482941905,1.1735715365767176,0.47616936077485106
65,0.013398412371224737,1.074917280983341,0.503771005247349
66,0.019203053645188605,1.0343107654799089,0.4058300388097469
67,0.04255672260828896,1.264835492665966,0.5228495058921853
68,0.0068406002518325015,1.0082569208456902,0.3964927957530388
69,0.010713528317328708,1.1319528841649396,0.49238464532704107
70,0.026238074912842507,1.0376468211306127,0.5039299948412743
71,0.023381113481942096,1.1782146666557027,0.49537663293339
72,0.019539898454335642,1.1837392425995892,0.48941759262922063
73,0.0006448483823160017,1.0949293905017208,0.4675021591691734
74,0.02192380940763922,1.1941865147015485,0.518546070463587
75,0.012961992052942637,1.0847690290919616,0.4743009541104166
76,0.004837518220294906,1.0218783630254,0.5142169451674368
77,0.02171373392172028,1.0050766960394208,0.3921921082481576
78,0.04303850233688047,1.1237449537327344,0.4465352929649475
79,0.0310673516243581,1.4828879336380185,0.5235191907715784
80,0.0205921340216102,1.0745140781084865,0.4862547671778218
81,0.020075282177771162,1.0808525559732307,0.46273846063094787
82,0.0,1.001410989297845,0.3886478296051612
83,0.019448474309183655,1.0243925668926794,0.47930881097579947
84,0.021601489069041756,1.2545698880750207,0.4773085310039848
85,0.0053803058113388365,1.054950673485942,0.43491534458118486
86,0.013099478712749055,1.035438346160543,0.42012270463769297
87,0.022148955470067556,1.0168608911631867,0.44107915499970646
88,0.003913473526696911,1.0247839728234491,0.4700736659559841
89,0.030129697545668,1.19468061202311,0.5386449597204634
90,0.030133610597738045,1.0877613557418877,0.4911072501520706
91,0.020957146217824532,1.0620855640292484,0.4697996121954377
92,0.019383269946558784,1.0810305688352744,0.46200742901100067
93,0.019975290243984287,1.008417610308401,0.46101607952166507
94,0.03380476046985157,1.0156535803869526,0.43127425403780084
95,0.006845465615763006,1.1213781909420486,0.48114625573172287
96,0.017512450653239434,1.0334316384568178,0.44266057379693413
97,0.028247277206096835,1.0155644155641737,0.4813961743674453
98,0.040017718155035055,1.1213156319591664,0.47653815304003533
99,0.03572116801818076,0.9048468607724172,0.34927751273543894
100,0.024494479116948263,1.127736939646569,0.4462564113503093
101,0.02019561403569404,1.0931373791634984,0.3759968611191445
102,0.008233745604320846,1.2731656146809087,0.5573496870454088
103,0.014073404303504136,1.0056404410582283,0.3759112398681456
104,0.01420031812934627,1.0192267712883223,0.37448388974407243
105,0.022259651765988455,1.0644762946123592,0.42612056418731975
106,0.014288459528176159,1.1344792286117162,0.4925374774141891
107,0.029785460015628224,1.065041592914347,0.46455343451534065
108,0.003378021869565778,1.0465335721152416,0.4302855035144249
109,0.02630479175229294,1.3063609262692102,0.4531940427223883
110,0.0040073226059924635,1.0416495483876682,0.47063358626793605
111,0.030860630756658108,0.971646404156717,0.431467927485352
112,0.02068935072735272,1.0208406980712759,0.5261520166725843
113,0.028685357332983927,1.0495080295180215,0.46744618934509324
114,0.019181645852967923,1.112446954802087,0.4852622866885551
115,0.055314322829483245,1.0502680150752606,0.482653624402643
116,0.0073757430459456185,1.0523655749487404,0.5131676299768023
117,0.015533675812179001,1.017109080412804,0.47105159457873064
118,0.023743768988366706,1.0178151870825103,0.4506257124897748
119,0.035150438104457365,1.1891238861453932,0.4786215053385442
120,0.010900024230997903,1.0062131887080104,0.4319138547981981
121,0.009217901034204409,1.027600166981304,0.4904917617007356
122,0.01648477389777857,1.1731081869490332,0.5009397129004133
123,0.05420735800201233,1.0579094023468885,0.4425404412680827
124,0.0245026390838386,1.0244120883983474,0.5133528785085768
125,0.042444290544269646,1.4130123791457343,0.5421321992780767
126,0.006108395884629914,1.0237230465984577,0.4766021663415865
127,0.003999356196296323,1.0127961162991896,0.44034209694690024
128,0.02194413802659518,1.0144027404123563,0.4456802344376488
129,0.007836078905908771,1.0259087787766017,0.49046901075128074
130,0.019477331467411763,1.0943948024754548,0.5081340940836828
131,0.04476544145394115,1.0415560996660052,0.46372431470787
132,0.02663045214327202,1.0155130733405386,0.5101150572642315
133,0.004418208657886288,1.0480069806512882,0.5234091829385549
134,0.0,1.0167622143716377,0.43085072531037033
135,0.01914652105763348,1.1927857966217208,0.49928928222591623
136,0.013146226725020464,1.0396735051085615,0.5225117310287375
137,0.037504455498834174,1.338159512614352,0.49653612877787834
138,0.016301492700579578,1.1212307890979396,0.46318204703853855
139,0.004920806726530139,1.0259824226493395,0.4418178591891763
140,0.0232835951972416,1.0408898520958283,0.48829772529889043
141,0.036033755129294846,1.149010894134278,0.4661962655495581
142,0.0041763509216243,1.05281061838651,0.5210176852240441
143,0.008861887345039933,1.352075176007835,0.44458926456515585
144,0.03053671239104764,1.1587444892895293,0.4910614733463485
145,0.012881253385900652,1.0803985487393466,0.5105597404484011
146,0.02554913077094461,1.0557403883994492,0.5130770407554076
147,0.004647823481995154,1.0885798446497712,0.47901356038529613
148,0.035401182151781035,1.0842678644523664,0.5211688224393635
149,0.02411430610145715,1.1158111164735307,0.4590185290344037
150,0.02164058363839198,1.09511651419368,0.5492440967336589
151,0.011440631549799494,1.3231839368030636,0.5063294952440182
152,0.029515050002546176,1.0419933066206641,0.4212573346306018
153,0.03139153907031806,1.01241004505571,0.4148123452158609
154,0.0033393288516964143,1.050761804468224,0.46548599106098265
155,0.011183844776596024,1.0096234741719,0.4207076313816495
156,0.04923546273333313,1.0227349520957847,0.43385322351830113
157,0.03107082086888338,1.125535544657926,0.4939436875975086
158,0.025385334164158283,1.170459271024143,0.4837362959894813
159,0.014249918275540414,1.2405543389985156,0.5058272933156933
160,0.016361471510892074,1.233881529073948,0.4133185965545777
161,0.003378021869565685,1.4424060198617088,0.5774576688142767
162,0.016408670628078593,1.029589918849323,0.42350009088452295
163,0.018418776541291294,1.0246552026789886,0.43168227175638874
164,0.0034007199903908075,1.0285293399463706,0.40486433428100066
165,0.032051670960287715,1.3321680848350534,0.4931256538656005
166,0.02413580711524845,1.067061237241133,0.506800494760413
167,0.015348632323167823,1.01245960458244,0.4970853854816887
168,0.03065388612772585,1.1067217611138018,0.49187766656181525
169,0.014410280088315146,1.016225375553961,0.47378520379540195
170,0.014725032136620627,1.1987967553251877,0.49764473949525223
171,0.016993670999759677,1.0447619040175393,0.4147761966730289
172,0.0,1.1043211508588346,0.4866428171506358
173,0.010105916189562424,1.0195936531602123,0.42345272266693224
174,0.016062100412528382,1.1152796046654603,0.5530915837851668
175,0.016888254477382677,1.0725649211482893,0.5288858550931472
176,0.008354454072793888,1.0162943820936048,0.4716807987400019
177,0.030157605146021893,1.1896249554581941,0.5311778849501237
178,0.00483751822029499,1.1490254320284594,0.5278733628393919
179,0.009216352023475427,1.1274052891046065,0.5181563704504663
180,0.029681809699563362,1.059771428369906,0.49118240647178324
181,0.026460684268696497,0.9812026932834613,0.3695330466047668
182,0.01807181931060665,1.2097205630594101,0.5484272173094314
183,0.02005979561955102,1.0498801292983002,0.4746645480722054
184,0.0036321445385920394,1.1397388346060897,0.5270626481459354
185,0.020929449783141884,1.073685242082886,0.4873576852137076
186,0.014837461972730722,1.0100369046826576,0.4577515421861746
187,0.019605843952881633,1.3002296479292552,0.5292138049680085
188,0.01898607948817638,1.0168082427823713,0.44863534594094134
