RunNum,PD_Min,PD_Max,PD_Avg
1,0.18591893954761032,6.653131378714763,2.44698535051522
2,0.20096904191204934,4.46703620757108,1.9825723924928833
3,0.0591950204329676,4.563842264014645,1.9542413045877298
4,0.06463873832146459,4.9656442714071956,2.0505313081708945
5,0.03298167982050221,4.724898652520628,2.020166748482616
6,0.1978445267414404,5.825565815997377,2.004808901710361
7,0.19364231577173824,5.9627374975675025,2.2108205883287866
8,0.10025642569556982,5.556339975301292,2.2188246825714137
9,0.04777745828718183,5.054358729664326,1.984003438401912
10,0.12757474227913065,4.618915666961273,2.0834180608839006
11,0.20449916827586187,6.640986269268156,2.367519802597878
12,0.05541646560944326,6.62317744065363,2.6537052378018338
13,0.13751752947900014,5.627532331641519,2.323778910032332
14,0.05485438331056583,5.6483116893704555,2.0229416933006865
15,0.13118153390916604,4.574064480781124,2.145535752770464
16,0.1974096204984764,5.953111935942851,2.2848055384952466
17,0.08297505228182453,7.005321802393745,2.2509357509942904
18,0.10358722840914789,3.8767132627043437,1.7606772490601774
19,0.03378714096350055,6.6891508365945,1.9843423418405077
20,0.1340628043258342,6.037926014906193,1.8159216271193712
21,0.08235907389558322,5.145119020911924,2.145508347261632
22,0.13272572582714467,4.963378818844935,2.0187354856452306
23,0.288948291867281,5.162467048913405,2.164151512923661
24,0.10754878704622413,6.12818272278854,2.1282322505277866
25,0.09414817712180078,4.881808593858478,2.005199993412918
26,0.07588633096380741,3.8874426524549124,1.8973206459542733
27,0.1813377514181125,4.896870779544277,2.2529721971400387
28,0.10372588867841229,4.781755002486097,2.1525744378654696
29,0.0,5.883987059771456,2.4516115275588612
30,0.14024611450512214,7.13531046414472,2.4623434565801174
31,0.22449027667895297,5.051772910467782,2.047523424350021
32,0.046726366018265506,4.525516009235285,1.941685228321973
33,0.14222392238263282,6.066491275444209,2.367684910152913
34,0.12239197524264216,4.700712709014339,2.1034169006329098
35,0.10391876510025927,6.539755724514543,2.1663240060517697
36,0.04966081213132092,4.646697128708552,1.678393376136064
37,0.04813207522915762,4.461480870255526,2.039792147845544
38,0.22021264298374063,5.067295572981184,2.071605091848736
39,0.1923449373150051,6.663173894320872,1.99019815162504
40,0.07928351953780237,4.777374736058345,2.3575361163136526
41,0.09813683917146122,6.088812723400126,2.1354519253528275
42,0.10402189579087645,5.676706577692896,2.219205784294776
43,0.1438504613404063,5.652102389503676,2.052192896653466
44,0.03378714096350055,5.600698311320716,2.2445250775429098
45,0.21453064733994506,5.738704943145627,2.4423650844702625
46,0.10876746999088516,4.506554465711034,2.0547243035995897
47,2.220446049250313e-16,4.629258965259791,2.0936184504131683
48,0.1163870504913857,6.183807913385992,2.3008113749349794
49,0.053583964603320156,5.715942351462941,2.16226435821988
